CODIGO,PRODUTO, PREÇO,IPI,CAS,NCM,ST,EXERCITO,CIVIL,FEDERAL,IBAMA,ONU,CLASSE RISCO,VALIDADE,CONCENTRACAO,DENSIDADE,CATEGORIA,SUBCATEGORIA
F07699SO,FORMALDEIDO SOL.4% 1L," R$  9,30 ","0,00%",50-00-0,2912.11.00,NAO,N,N,N,N,-,-,4 - ANO,4,"1,09",Compostos Orgânicos,Aldeídos e Cetonas
FT07423SO,FORMALDEIDO SOL.4% TAMPONADO 1L," R$  10,25 ","0,00%",50-00-0,2912.11.00,NAO,N,N,N,N,-,-,4 - ANO,4,"1,09",Compostos Orgânicos,Aldeídos e Cetonas
FT07424SO,FORMALDEIDO SOL.4% TAMPONADO 5L," R$  46,55 ","0,00%",50-00-0,2912.11.00,NAO,N,N,N,N,-,-,4 - ANO,4,"1,09",Compostos Orgânicos,Aldeídos e Cetonas
F05824SO,FORMALDEIDO SOL.50% V/V 1L," R$  12,25 ","0,00%",50.00-0,2912.11.00,NAO,N,N,N,N,-,-,4 - ANO,50,"1,09",Compostos Orgânicos,Aldeídos e Cetonas
F06264SO,FORMALDEIDO SOL.8% V/V 1L," R$  15,30 ","0,00%",50-00-0,2912.11.00,NAO,N,N,N,N,-,-,4 - ANO,8,"1,09",Compostos Orgânicos,Aldeídos e Cetonas
FE05673RA,FORMIATO DE ETILA PA 100ML," R$  84,59 ","0,00%",109-94-4,2915.12.90,NAO,N,N,N,N,1190,3,4 - ANO,98,"0,9168",Compostos Orgânicos,Diversos
FE03144RA,FORMIATO DE ETILA PA 500ML," R$  256,36 ","0,00%",109-94-4,2915.12.90,NAO,N,N,N,N,1190,3,6 - ANO,97,"1,91",Compostos Orgânicos,Diversos
FS06953RA,FORMIATO DE SODIO (FORMATO) PA 500G," R$  14,85 ","0,00%",141-53-7,2915.11.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,92",Metais,Metais Alcalinos e Alcalino-Terrosos
FA04268RA,FOSFATO DE AMONIO BB. PA 1KG," R$  65,58 ","0,00%",7783-28-0,2835.39.90,NAO,N,N,N,N,,,6 - ANO,98,"1,62",Sais Inorgânicos,Fosfatos
FA04269RA,FOSFATO DE AMONIO BB. PA 500G," R$  36,56 ","0,00%",7783-28-0,2835.39.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,62",Sais Inorgânicos,Fosfatos
FA05079RA,FOSFATO DE AMONIO MB. HPLC 1KG," R$  1.449,25 ","0,00%",7722-76-1,2835.39.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,8",Sais Inorgânicos,Fosfatos
FA05019RA,FOSFATO DE AMONIO MB. HPLC 250G," R$  453,55 ","0,00%",7722-76-1,2835.39.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,8",Sais Inorgânicos,Fosfatos
FA07946RA,FOSFATO DE AMONIO MB. PA 1KG," R$  45,25 ","0,00%",7722-76-1,2835.39.90,NAO,N,N,N,N,-,-,6 - ANO,97,"1,8",Sais Inorgânicos,Fosfatos
FA09268RA,FOSFATO DE AMONIO MB. PA 500G," R$  27,63 ","0,00%",7722-76-1,2835.39.90,NAO,N,N,N,N,-,-,6 - ANO,97,"1,8",Sais Inorgânicos,Fosfatos
FC05815RA,FOSFATO DE CALCIO BB. 2H2O PA 1KG," R$  73,80 ","0,00%",7789-77-7,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,98,1,Sais Inorgânicos,Fosfatos
FC05814RA,FOSFATO DE CALCIO BB. 2H2O PA 500G," R$  39,89 ","0,00%",7789-77-7,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,98,1,Sais Inorgânicos,Fosfatos
FC07832RA,FOSFATO DE CALCIO BB. ANIDRO PA 500G," R$  30,59 ","0,00%",7757-93-9,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,98,"2,89",Sais Inorgânicos,Fosfatos
FC06552RA,FOSFATO DE CALCIO MB. H2O PA 1KG," R$  39,30 ","0,00%",10031-30-8,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,"15,9","2,22",Sais Inorgânicos,Fosfatos
FC07547RA,FOSFATO DE CALCIO MB. H2O PA 500G," R$  23,69 ","0,00%",10031-30-8,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,"15,9","2,22",Sais Inorgânicos,Fosfatos
FC09327RA,FOSFATO DE CALCIO MB.ANIDRO PA 1KG," R$  40,24 ","0,00%",7758-23-8,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,"15,9","2,22",Sais Inorgânicos,Fosfatos
FC09326RA,FOSFATO DE CALCIO MB.ANIDRO PA 500G," R$  22,36 ","0,00%",7758-23-8,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,"15,9","2,22",Sais Inorgânicos,Fosfatos
FC07626RA,FOSFATO DE CALCIO TB. ANIDRO PA 1KG," R$  27,93 ","0,00%",7758-87-4,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,90,"3,14",Sais Inorgânicos,Fosfatos
FC07794RA,FOSFATO DE CALCIO TB. ANIDRO PA 500G," R$  15,47 ","0,00%",7758-87-4,2510.20.10,NAO,N,N,N,N,-,-,6 - ANO,90,"3,14",Sais Inorgânicos,Fosfatos
FP05015RA,FOSFATO DE POTASSIO BB. 3H2O PA 500G," R$  145,36 ","0,00%",16788-57-1,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,99,"2,33",Sais Inorgânicos,Fosfatos
FP06518RA,FOSFATO DE POTASSIO BB. ANIDRO PA ACS 250G," R$  24,48 ","0,00%",7758-11-4,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP04007RA,FOSFATO DE POTASSIO BB.ANIDRO PA 1KG," R$  54,15 ","0,00%",7758-11-4,2835.24.00,NAO,N,N,N,N,,,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP04008RA,FOSFATO DE POTASSIO BB.ANIDRO PA 500G," R$  29,99 ","0,00%",7758-11-4,2835.24.00,NAO,N,N,N,N,,,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP09360RA,FOSFATO DE POTASSIO BB.ANIDRO PA ACS 1KG," R$  59,40 ","0,00%",7758-11-4,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP09359RA,FOSFATO DE POTASSIO BB.ANIDRO PA ACS 500G," R$  34,65 ","0,00%",7758-11-4,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP04434RA,FOSFATO DE POTASSIO MB. ANIDRO PA 1KG," R$  50,38 ","0,00%",7778-77-0,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP06302RA,FOSFATO DE POTASSIO MB. ANIDRO PA 500G," R$  37,73 ","0,00%",7778-77-0,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,33",Sais Inorgânicos,Fosfatos
FP05280RA,FOSFATO DE POTASSIO MB. HPLC 1KG," R$  741,16 ","0,00%",7778-77-0,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,99,"2,33",Sais Inorgânicos,Fosfatos
FP05281RA,FOSFATO DE POTASSIO MB. HPLC 250G," R$  274,00 ","0,00%",7778-77-0,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,99,"2,33",Sais Inorgânicos,Fosfatos
FP05441SO,"FOSFATO DE POTASSIO MB. SOL.0,2M 1L"," R$  38,15 ","0,00%",7778-77-0,2835.24.00,NAO,N,N,N,N,-,-,2 - ANO,"2,75",1,Sais Inorgânicos,Fosfatos
FP07923RA,FOSFATO DE POTASSIO TB.ANIDRO PA 500G," R$  106,85 ","0,00%",7778-53-2,2835.24.00,NAO,N,N,N,N,-,-,6 - ANO,95,"2,56",Sais Inorgânicos,Fosfatos
FS07581RA,FOSFATO DE SODIO BB. 12H2O PA 1KG," R$  23,59 ","0,00%",10039-32-4,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,52",Sais Inorgânicos,Fosfatos
FS08481RA,FOSFATO DE SODIO BB. 12H2O PA 500G," R$  13,89 ","0,00%",10039-32-4,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,99,"1,52",Sais Inorgânicos,Fosfatos
FS08567RA,FOSFATO DE SODIO BB. 2H2O PA 1KG," R$  79,70 ","0,00%",10028-24-7,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,1",Sais Inorgânicos,Fosfatos
FS09065RA,FOSFATO DE SODIO BB. 2H2O PA 500G," R$  53,85 ","0,00%",10028-24-7,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,1",Sais Inorgânicos,Fosfatos
FS04186RA,FOSFATO DE SODIO BB. 7H2O PA 1KG," R$  83,80 ","0,00%",7782-85-6,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,68",Sais Inorgânicos,Fosfatos
FS04187RA,FOSFATO DE SODIO BB. 7H2O PA 500G," R$  46,90 ","0,00%",7782-85-6,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,68",Sais Inorgânicos,Fosfatos
FS04449RA,FOSFATO DE SODIO BB. ANIDRO PA 1KG," R$  66,72 ","0,00%",7558-79-4,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,53",Sais Inorgânicos,Fosfatos
FS04450RA,FOSFATO DE SODIO BB. ANIDRO PA 500G," R$  31,80 ","0,00%",7558-79-4,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,53",Sais Inorgânicos,Fosfatos
FS04788RA,FOSFATO DE SODIO E AMONIO 4H2O PA 250G," R$  27,69 ","0,00%",7783-13-3,2835.29.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,52",Sais Inorgânicos,Fosfatos
FS06733RA,FOSFATO DE SODIO MB. 2H2O PA 1KG," R$  143,49 ","0,00%",13472-35-0,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,915",Sais Inorgânicos,Fosfatos
FS07722RA,FOSFATO DE SODIO MB. 2H2O PA 500G," R$  85,21 ","0,00%",13472-35-0,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,915",Sais Inorgânicos,Fosfatos
FS09614RA,FOSFATO DE SODIO MB. ANIDRO PA 1KG," R$  39,89 ","0,00%",7558-80-7,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,36",Sais Inorgânicos,Fosfatos
FS09756RA,FOSFATO DE SODIO MB. ANIDRO PA 500G," R$  19,90 ","0,00%",7558-80-7,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,36",Sais Inorgânicos,Fosfatos
FS04304RA,FOSFATO DE SODIO MB. H2O PA 1KG," R$  69,87 ","0,00%",10049-21-5,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,04",Sais Inorgânicos,Fosfatos
FS04305RA,FOSFATO DE SODIO MB. H2O PA 500G," R$  37,81 ","0,00%",10049-21-5,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,04",Sais Inorgânicos,Fosfatos
FS08997RA,FOSFATO DE SODIO TB. 12H2O PA ACS 1KG," R$  27,32 ","0,00%",10101-89-0,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,62",Sais Inorgânicos,Fosfatos
FS08998RA,FOSFATO DE SODIO TB. 12H2O PA ACS 500G," R$  16,41 ","0,00%",10101-89-0,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,62",Sais Inorgânicos,Fosfatos
FS06548RA,FOSFATO DE SODIO TB. ANIDRO PA 1KG," R$  65,60 ","0,00%",7601-54-9,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,536",Sais Inorgânicos,Fosfatos
FS08474RA,FOSFATO DE SODIO TB. ANIDRO PA 500G," R$  35,59 ","0,00%",7601-54-9,2835.22.00,NAO,N,N,N,N,-,-,6 - ANO,98,"2,536",Sais Inorgânicos,Fosfatos
FT05642RA,FOSFATO DE TETRABUTILAMONIO PA 10G," R$  1.597,00 ","0,00%",5574-97-0,2923.90.90,NAO,N,N,N,N,-,-,6 - ANO,97,"1,04",Sais Inorgânicos,Fosfatos
FT04452RA,FOSFATO DE TETRABUTILAMONIO PA 25G," R$  3.560,25 ","0,00%",5574-97-0,2923.90.90,NAO,N,N,N,N,-,-,6 - ANO,97,"1,04",Sais Inorgânicos,Fosfatos
FZ07018RA,FOSFATO DE ZINCO PA 500G," R$  38,70 ","0,00%",7779-90-0,2835.39.30,NAO,N,N,N,N,3077,9,6 - ANO,99,"3,26",Sais Inorgânicos,Fosfatos
FF03306RA,FOSFATO FERRICO (ORTO) DIHIDRATADO PA 500G," R$  448,20 ","0,00%",13463-10-0 ,2835.29.10,NAO,N,N,N,N,-,-,6 - ANO,26,1,Sais Inorgânicos,Fosfatos
F07562RA,FRUTOSE (LEVULOSE) PA 100G," R$  8,55 ","0,00%",57-48-7,1702.50.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,58",Compostos Orgânicos,Açúcares e Carboidratos
F08339RA,FRUTOSE (LEVULOSE) PA 1KG," R$  47,74 ","0,00%",57-48-7,1702.50.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,58",Compostos Orgânicos,Açúcares e Carboidratos
F06671RA,FRUTOSE (LEVULOSE) PA 250G," R$  14,96 ","0,00%",57-48-7,1702.50.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,58",Compostos Orgânicos,Açúcares e Carboidratos
F07551RA,FRUTOSE (LEVULOSE) PA 500G," R$  24,75 ","0,00%",57-48-7,1702.50.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,58",Compostos Orgânicos,Açúcares e Carboidratos
F05680RA,FTALATO DE DI OCTIL 500ML," R$  210,26 ","0,00%",117-84-0,2917.32.00,NAO,N,N,N,N,-,-,6 - ANO,98,"0,98",Compostos Orgânicos,Diversos
FA08506RA,FUCSINA ACIDA (CI.42685) 100G," R$  280,60 ","0,00%",3244-88-0,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Compostos Orgânicos,Diversos
FA08507RA,FUCSINA ACIDA (CI.42685) 25G," R$  77,65 ","0,00%",3244-88-0,3822.90.00,SIM,N,N,N,N,-,-,4 - ANO,0,1,Compostos Orgânicos,Diversos
FB09289RA,FUCSINA BASICA (CI.42510) PA 100G," R$  92,30 ","0,00%",632-99-5,3204.13.00,SIM,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
FB09299RA,FUCSINA BASICA (CI.42510) PA 25G," R$  24,25 ","0,00%",632-99-5,3204.13.00,SIM,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
FN05672RA,FUCSINA NOVA (C.I.42520) 25G," R$  256,74 ","0,00%",3248-91-7,3822.90.00,SIM,N,N,N,N,3077,9,4 - ANO,0,1,Compostos Orgânicos,Diversos
FF03304RA,FUMARATO FERROSO 500G," R$  152,96 ","0,00%",141-01-5,2917.19.30,NAO,N,N,N,N,-,-,6 - ANO,97,"2,43",Compostos Orgânicos,Diversos
G07107RA,GALACTOSE-D PURISSIMO 100G," R$  149,25 ","0,00%",59-23-4,2940.00.99,NAO,N,N,N,N,-,-,6 - ANO,0,"1,616",Compostos Orgânicos,Açúcares e Carboidratos
GH09352RA,GELATINA EM PO PA 500G," R$  55,20 ","0,00%",9000-70-8,3503.00.12,NAO,N,N,N,N,-,-,6 - ANO,0,"1,35",Compostos Orgânicos,Diversos
GF04953RA,GLICERO FOSFATO DE SODIO PA 100G," R$  63,95 ","0,00%",55073-41-1,2919.90.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Sais Inorgânicos,Fosfatos
GF04955RA,GLICERO FOSFATO DE SODIO PA 1KG," R$  531,52 ","0,00%",55073-41-1,2919.90.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Sais Inorgânicos,Fosfatos
GF04954RA,GLICERO FOSFATO DE SODIO PA 500G," R$  271,76 ","0,00%",55073-41-1,2919.90.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Sais Inorgânicos,Fosfatos
G08364RA,GLICINA (ACIDO AMINO ACETICO) PA 100G," R$  12,33 ","0,00%",56-40-6,2922.49.10,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,161",Ácidos e Bases,Ácidos
G08991RA,GLICINA (ACIDO AMINO ACETICO) PA 250G," R$  22,51 ","0,00%",56-40-6,2922.49.10,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,161",Ácidos e Bases,Ácidos
G09529RA,GLICINA (ACIDO AMINO ACETICO) PA 500G," R$  34,87 ","0,00%",56-40-6,2922.49.10,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,161",Ácidos e Bases,Ácidos
GB03067RA,GLICINA BETAINA PA 100G," R$  28,91 ","0,00%",56-40-6,2922.49.10,NAO,N,N,N,N,-,-,6 - ANO,98,"1,16",Compostos Orgânicos,Diversos
GB03475RA,GLICINA BETAINA PA 1KG," R$  139,92 ","0,00%",107-43-7,2922.49.10,NAO,N,N,N,N,-,-,6 - ANO,98,1,Compostos Orgânicos,Diversos
B04393RA,GLICINA BETAINA PA 500G," R$  86,09 ","0,00%",107-43-7,2923.90.10,NAO,N,N,N,N,-,-,6 - ANO,98,"1,19",Compostos Orgânicos,Diversos
GA05762SO,GLICOSE + ACIDO GLUTAMICO 1L," R$  188,16 ","0,00%",-,1702.30.11,NAO,N,N,N,N,-,-,2 - ANO,0,1,Ácidos e Bases,Ácidos
GC09366RA,GLUCONATO DE CALCIO PA 500G," R$  173,56 ","0,00%",299-28-5,2918.16.10,NAO,N,N,N,N,-,-,6 - ANO,99,1,Metais,Metais Alcalinos e Alcalino-Terrosos
GS09123RA,GLUCONATO DE SODIO PA 1KG," R$  25,79 ","0,00%",527-07-1,2918.16.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,8",Metais,Metais Alcalinos e Alcalino-Terrosos
GS08515RA,GLUCONATO DE SODIO PA 500G," R$  15,18 ","0,00%",527-07-1,2918.16.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,8",Metais,Metais Alcalinos e Alcalino-Terrosos
GS07426RA,GLUTAMATO-L DE SODIO 1H2O PA 500G," R$  21,15 ","0,00%",6106-04-3,2922.42.20,NAO,N,N,N,N,-,-,6 - ANO,99,"0,68",Metais,Metais Alcalinos e Alcalino-Terrosos
G06689RA,GLUTAMINA-L PA 100G," R$  19,37 ","0,00%",56-85-9,2922.42.20,NAO,N,N,N,N,-,-,6 - ANO,99,"1,47",Compostos Orgânicos,Aminoácidos
G06785RA,GLUTAMINA-L PA 250G," R$  74,19 ","0,00%",56-85-9,2922.42.20,NAO,N,N,N,N,-,-,6 - ANO,99,"1,47",Compostos Orgânicos,Aminoácidos
G09547SO,GLUTARALDEIDO 25% EM AGUA PS 1L," R$  40,94 ","0,00%",111-30-8,2912.19.12,NAO,N,N,N,N,2922,8,4 - ANO,25,"0,72",Solventes e Água,Água e Diluentes
GO05209RA,GLUTATIONE OXIDASE (GSSG) 1G," R$  300,93 ","0,00%",27025-41-8,2930.90.99,NAO,N,N,N,N,-,-,6 - ANO,98,"1,3688",Compostos Orgânicos,Diversos
GO05210RA,GLUTATIONE OXIDASE (GSSG) 5G," R$  1.059,82 ","0,00%",27025-41-8,2930.90.99,NAO,N,N,N,N,-,-,6 - ANO,98,"1,3688",Compostos Orgânicos,Diversos
GA09983RA,GOMA ARABICA EM PO PURA 1KG," R$  124,02 ","0,00%",9000-01-5,1301.20.00,NAO,N,N,N,N,-,-,4 - ANO,0,"1,35",Compostos Orgânicos,Diversos
GA09982RA,GOMA ARABICA EM PO PURA 500G," R$  66,61 ","0,00%",9000-01-5,1301.20.00,NAO,N,N,N,N,-,-,4 - ANO,0,"1,35",Compostos Orgânicos,Diversos
GG05051RA,GOMA GUAR 100G," R$  16,25 ","0,00%",9000-30-0,1302.32.20,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GG06488RA,GOMA GUAR 1KG," R$  59,40 ","0,00%",9000-30-0,1302.32.20,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GG05050RA,GOMA GUAR 5KG," R$  278,60 ","0,00%",9000-30-0,1302.32.20,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GX03396RA,GOMA XANTANA MESH 200 500G	," R$  47,82 ","3,25%",11138-66-2,3913.90.20,NAO,N,N,N,N,-,-,6 - ANO,91,"1,5",Compostos Orgânicos,Diversos
G04208RA,GOMA XANTANA MESH 80 500G," R$  49,50 ","3,25%",11138-66-2,3913.90.20,NAO,N,N,N,N,-,-,6 - ANO,91,"1,61",Compostos Orgânicos,Diversos
GR06524RA,GRAFITE EM PO PURO (MALHA 140) 500G," R$  30,00 ","0,00%",7782-42-5,3801.10.00,NAO,N,N,N,N,-,-,4 - ANO,0,"2,09",Compostos Orgânicos,Diversos
GS09175RA,GRAXA DE SILICONE (P/AUTO VACUO) 50G," R$  24,82 ","3,25%",-,3910.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GS09638RA,GRAXA DE SILICONE (P/VEDACAO) 50G," R$  24,82 ","3,25%",-,3910.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GS04418RA,GRAXA DE SILICONE 500G," R$  129,38 ","3,25%",-,3910.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
GS06690RA,GRAXA DE SILICONE 5KG," R$  1.417,88 ","3,25%",-,3910.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
G06771RA,GUAIACOL PA 250ML," R$  95,13 ","0,00%",90-05-1,2909.50.19,NAO,N,N,N,N,-,-,6 - ANO,99,"1,1287",Compostos Orgânicos,Diversos
G07074RA,GUAIACOL PURO 99% 100ML," R$  47,57 ","0,00%",90-05-1,2909.50.19,NAO,N,N,N,N,-,-,4 - ANO,99,"1,1287",Compostos Orgânicos,Diversos
G07982RA,GUAIACOL PURO 99% 1L," R$  302,82 ","0,00%",90-05-1,2909.50.90,NAO,N,N,N,N,-,-,4 - ANO,99,"1,1287",Compostos Orgânicos,Diversos
G07913RA,GUAIACOL PURO 99% 500ML," R$  164,21 ","0,00%",90-05-1,2909.50.90,NAO,N,N,N,N,-,-,4 - ANO,99,"1,1287",Compostos Orgânicos,Diversos
G09041SO,GUAIACOL SOL.1% ALCOOLICA 1L," R$  34,55 ","0,00%",90-05-1,2909.50.19,NAO,N,N,N,N,1170,3,4 - ANO,1,"0,78",Solventes e Água,Solventes
G08824SO,GUAIACOL SOL.2% ALCOOLICA 1L," R$  37,55 ","0,00%",90-05-1,2909.50.19,NAO,N,N,N,N,1170,3,4 - ANO,2,"0,78",Solventes e Água,Solventes
G05128RA,GUANINA 100G," R$  565,26 ","0,00%",73-40-5,2933.59.99,NAO,N,N,N,N,-,-,6 - ANO,98,"2,2",Compostos Orgânicos,Diversos
HM09936RA,HEMATOXILINA (CI.75290) 25G," R$  656,73 ","0,00%",517-28-2,3203.00.19,NAO,N,N,N,N,-,-,4 - ANO,82,1,Compostos Orgânicos,Diversos
H06109RA,HEPES BUFFER ÁCIDO ETANOSULFÔNICO 4-2 HIDROXIETIL PIPERAZINA-1 100G," R$  124,23 ","0,00%",7365-45-9,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,43",Compostos Orgânicos,Diversos
H05934RA,HEPES BUFFER ÁCIDO ETANOSULFÔNICO 4-2 HIDROXIETIL PIPERAZINA-1 1KG," R$  1.155,84 ","0,00%",7365-45-9,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,43",Compostos Orgânicos,Diversos
H05981RA,HEPES BUFFER ÁCIDO ETANOSULFÔNICO 4-2 HIDROXIETIL PIPERAZINA-1 25G," R$  39,85 ","0,00%",7365-45-9,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,"99,5","1,43",Compostos Orgânicos,Diversos
HS05371RA,HEPES SÓDICO ÁCIDO ETANOSULFÔNICO 4-2 HIDROXIETIL PIPERAZINA-1 SAL SÓDICO 100G," R$  134,11 ","0,00%",75277-39-3,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,98,"1,07",Compostos Orgânicos,Diversos
HS05372RA,HEPES SÓDICO ÁCIDO ETANOSULFÔNICO 4-2 HIDROXIETIL PIPERAZINA-1 SAL SÓDICO 25G," R$  38,15 ","0,00%",75277-39-3,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,98,"1,07",Compostos Orgânicos,Diversos
H07579RA,HEPTANO (MISTURA DE ISOMEROS) PA 1L," R$  44,15 ","0,00%",142-82-5,2901.29.00,NAO,N,N,N,N,1206,3,6 - ANO,"99,5","0,68",Compostos Orgânicos,Diversos
H07727RA,HEXACLOROPLATINATO DE POTASSIO 1G," R$  1.645,00 ","0,00%",16921-30-5,2837.20.21,NAO,N,N,N,N,3290,6.1,6 - ANO,"99,9","3,34",Metais,Metais Alcalinos e Alcalino-Terrosos
H05513RA,HEXADECANO-N 99% PA 100ML," R$  471,20 ","0,00%",544-76-3,2901.10.00,NAO,N,N,N,N,-,-,6 - ANO,99,"0,7734",Compostos Orgânicos,Diversos
H06603RA,HEXADECANO-N 99% PA 1L," R$  3.453,00 ","0,00%",544-76-3,2901.10.00,NAO,N,N,N,N,-,-,6 - ANO,99,"0,7734",Compostos Orgânicos,Diversos
HS08560RA,HEXAMETAFOSFATO DE SODIO PA 1KG," R$  42,25 ","0,00%",68915-31-1,2835.39.10,NAO,N,N,N,N,-,-,6 - ANO,68,"2,06",Sais Inorgânicos,Fosfatos
HS08558RA,HEXAMETAFOSFATO DE SODIO PA 500G," R$  24,35 ","0,00%",68915-31-1,2835.39.10,NAO,N,N,N,N,-,-,6 - ANO,68,"2,06",Sais Inorgânicos,Fosfatos
H09000RA,HEXAMETILENO TETRAMINA PA 500G," R$  39,47 ","0,00%",100-97-0,2921.11.29,NAO,N,N,N,N,1328,4.1,6 - ANO,99,"1,33",Compostos Orgânicos,Diversos
H03322SO,HEXAMETILENO TETRAMINA SOL. 3% AQUOSA 1L," R$  29,45 ","0,00%",100-97-0,2921.11.29,NAO,N,N,N,N,1198,3(8),4 - ANO,3,1,Compostos Orgânicos,Diversos
H07808SO,HEXAMETILENO TETRAMINA SOL.20% 1L," R$  46,20 ","0,00%",100-97-0,2921.11.29,NAO,N,N,N,N,1328,4.1,4 - ANO,20,"1,04",Compostos Orgânicos,Diversos
H03334RA,HEXANO PA (MISTURA DE ISOMEROS) 5L," R$  127,66 ","5,20%",110-54-3,2710.12.10,NAO,N,N,N,N,1208,3,6 - ANO,99,"0,65",Solventes e Água,Solventes
HT05048RA,HIDROGENOSSULFATO DE TETRAMETILAMONIO P.A HIDRATADO 100G," R$  5.397,70 ","0,00%",207738-07-6,2923.90.90,NAO,N,N,N,N,-,-,6 - ANO,"97,5",1,Sais Inorgânicos,Sulfatos e Sulfitos
HT05049RA,HIDROGENOSSULFATO DE TETRAMETILAMONIO P.A HIDRATADO 25G," R$  1.500,30 ","0,00%",207738-07-6,2923.90.90,NAO,N,N,N,N,-,-,6 - ANO,"97,5",1,Sais Inorgânicos,Sulfatos e Sulfitos
H04023RA,HIDROQUINONA PA 250G," R$  99,48 ","0,00%",123-31-9,2907.22.00,NAO,N,N,N,N,3077,9,6 - ANO,99,"1,33",Compostos Orgânicos,Diversos
H09933RA,HIDROQUINONA PA 500G," R$  198,95 ","0,00%",123-31-9,2907.22.00,NAO,N,N,N,N,3077,9,6 - ANO,99,"1,332",Compostos Orgânicos,Diversos
