CODIGO,PRODUTO, PREÇO,IPI,CAS,NCM,ST,EXERCITO,CIVIL,FEDERAL,IBAMA,ONU,CLASSE RISCO,VALIDADE,CONCENTRACAO,DENSIDADE,CATEGORIA,SUBCATEGORIA
AA09335RA,ALDEIDO ANISICO-4 (P-ANISALDEIDO) PS 250ML," R$  462,25 ","0,00%",123-11-5,2912.29.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,11",Compostos Orgânicos,Aldeídos e Cetonas
AN09596RA,ALFA-NAFTOL (NAFTOL-1 ALFA) PA 100G," R$  64,35 ","0,00%",90-15-3,2907.15.10,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,09",Compostos Orgânicos,Diversos
AN03993RA,ALFA-NAFTOL (NAFTOL-1 ALFA) PA 1KG," R$  729,12 ","0,00%",90-15-3,2907.15.10,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,09",Compostos Orgânicos,Diversos
AN09297RA,ALFA-NAFTOL (NAFTOL-1 ALFA) PA 250G," R$  109,14 ","0,00%",90-15-3,2907.15.10,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,09",Compostos Orgânicos,Diversos
AN03994RA,ALFA-NAFTOL (NAFTOL-1 ALFA) PA 500G," R$  229,87 ","0,00%",90-15-3,2907.15.10,NAO,N,N,N,N,2811,6.1,6 - ANO,99,"1,09",Compostos Orgânicos,Diversos
AN03867SO,ALFA-NAFTOLBENZEINA (NAFTOL-1 (ALFA) BENZEINA SOL.1% EM ETANOL 70% 500ML," R$  265,25 ","0,00%",145-50-6,2907.29.00,NAO,N,N,N,N,1993,3,4 - ANO,1,"0,85",Solventes e Água,Solventes
AN07911RA,ALFA-NAFTOLFTALEINA (NAFTOL-1 (ALFA) FTALEINA) PA 5G," R$  115,91 ","0,00%",596-01-0,2932.20.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
AS09191RA,ALGINATO DE SODIO PA 250G," R$  64,15 ","3,25%",9005-38-3,3913.10.00,NAO,N,N,N,N,-,-,6 - ANO,"90,8",1,Metais,Metais Alcalinos e Alcalino-Terrosos
AS08563RA,ALGINATO DE SODIO PA 500G," R$  116,25 ","3,25%",9005-38-3,3913.10.00,NAO,N,N,N,N,-,-,6 - ANO,"90,8",1,Metais,Metais Alcalinos e Alcalino-Terrosos
A07001RA,ALIZARINA (CI.58000) PA 100G," R$  196,55 ","0,00%",72-48-0,3822.90.00,NAO,N,N,N,N,3077,9,6 - ANO,0,1,Compostos Orgânicos,Diversos
A06041RA,ALIZARINA (CI.58000) PA 1KG," R$  1.875,50 ","0,00%",72-48-0,3822.90.00,NAO,N,N,N,N,3077,9,6 - ANO,0,1,Compostos Orgânicos,Diversos
A07264RA,ALIZARINA (CI.58000) PA 25G," R$  56,64 ","0,00%",72-48-0,3822.90.00,NAO,N,N,N,N,3077,9,6 - ANO,0,1,Compostos Orgânicos,Diversos
AS06488RA,ALIZARINA SODICA (CI.58005) 100G," R$  194,01 ","0,00%",130-22-3,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
AS06040RA,ALIZARINA SODICA (CI.58005) 1KG," R$  1.781,88 ","0,00%",130-22-3,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
AS08466RA,ALIZARINA SODICA (CI.58005) 25G," R$  53,24 ","0,00%",130-22-3,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Compostos Orgânicos,Diversos
A08950SO,ALIZARINA SOL.SEG. MORRIS 1L," R$  16,45 ","0,00%",72-48-0,3822.90.00,NAO,N,N,N,N,1993,3,4 - ANO,"0,1","0,86",Compostos Orgânicos,Diversos
A07719SO,ALIZAROL SOL.72% EM ALCOOL ETILICO1L," R$  20,93 ","0,00%",72-48-0,3204.12.20,NAO,N,N,N,N,1170,3,4 - ANO,72,"0,85",Solventes e Água,Solventes
A05283SO,ALIZAROL SOL.80% EM ALCOOL ETILICO 1L," R$  20,93 ","0,00%",72-48-0,3204.12.20,NAO,N,N,N,N,1170,3,4 - ANO,80,"0,83",Solventes e Água,Solventes
A05715RA,ALLOXAN MONOHIDRATADO PUREX 100G," R$  354,57 ","0,00%",2244-11-3,2933.59.19,NAO,N,N,N,N,-,-,6 - ANO,98,1,Compostos Orgânicos,Diversos
AS03218RA,ALUMINATO DE SODIO ANIDRO EM PO 250G," R$  280,98 ","0,00%",11138-49-1,2841.90.81,NAO,N,N,N,N,-,-,6 - ANO,0,"1,44",Metais,Metais Alcalinos e Alcalino-Terrosos
AS07452RA,ALUMINATO DE SODIO ANIDRO EM PO 500G," R$  480,26 ","0,00%",11138-49-1,2841.90.81,NAO,N,N,N,N,-,-,6 - ANO,90,"1,44",Metais,Metais Alcalinos e Alcalino-Terrosos
AA06537RA,AMARELO DE ALIZARINA (CI.14030) PA 25G," R$  289,70 ","0,00%",2243-76-7,3822.90.00,NAO,N,N,N,N,,,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AD09910RA,AMARELO DE DIMETILA (CI.11020) (DIMETILAMINOAZOBENZENO) 25G," R$  75,60 ","0,00%",60-11-7,3822.90.00,NAO,N,N,N,N,2811,6.1,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AM07755RA,AMARELO DE METANILA (CI.13065) 25G," R$  19,77 ","0,00%",587-98-4,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AM08948SO,"AMARELO DE METANILA SOL.0,2% 1L"," R$  28,98 ","0,00%",587-98-4,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,2",1,Indicadores,Indicadores e Corantes
AM09910SO,"AMARELO DE METILA SOL.0,2% 1L"," R$  43,82 ","0,00%",60-11-7,3822.90.00,NAO,N,N,N,N,1993,3,2 - ANO,"0,2","0,86",Indicadores,Indicadores e Corantes
RA05861RA,AMBERLITE IRA 420 (RESINA ANIONICA) 500ML," R$  73,35 ","3,25%",52439-77-7,3914.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
RC05860RA,AMBERLITE IRC 120 (RESINA CATIONICA) 500ML," R$  44,35 ","3,25%",68441-33-8,3914.00.90,NAO,N,N,N,N,-,-,6 - ANO,0,1,Compostos Orgânicos,Diversos
AC05265RA,AMIDO ACIDO 100G," R$  24,27 ","0,00%",9005-25-8,3505.10.00,NAO,N,N,N,N,-,-,6 - ANO,0,"0,13",Ácidos e Bases,Ácidos
AS06585RA,AMIDO SOLUVEL PA ACS 500G," R$  55,15 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,6 - ANO,0,"0,13",Compostos Orgânicos,Açúcares e Carboidratos
AS05904SO,"AMIDO SOLUVEL SOL.0,3% 1L"," R$  18,25 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,4 - ANO,"0,3",1,Compostos Orgânicos,Açúcares e Carboidratos
AS08947SO,"AMIDO SOLUVEL SOL.0,4% 1L"," R$  12,35 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,4 - ANO,"0,4",1,Compostos Orgânicos,Açúcares e Carboidratos
AS08946SO,"AMIDO SOLUVEL SOL.0,5% 1L"," R$  12,35 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,4 - ANO,"0,5",1,Compostos Orgânicos,Açúcares e Carboidratos
AS05595SO,"AMIDO SOLUVEL SOL.0,6% 1L"," R$  12,35 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,4 - ANO,"0,6",1,Compostos Orgânicos,Açúcares e Carboidratos
AS09349SO,AMIDO SOLUVEL SOL.1% 1L," R$  12,35 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,-,-,2 - ANO,1,1,Compostos Orgânicos,Açúcares e Carboidratos
AS06637SO,AMIDO SOLUVEL SOL.1% EM HCL 1L," R$  42,15 ","0,00%",9005-84-9,3505.10.00,NAO,N,N,N,N,1760,8,4 - ANO,1,1,Compostos Orgânicos,Açúcares e Carboidratos
AA06575RA,ANALINA B (ACIDO 3-AMINOPROPIONICO) 250G," R$  194,50 ","0,00%",107-95-9,2922.49.90,NAO,N,N,N,N,-,-,6 - ANO,98,"1,43",Ácidos e Bases,Ácidos
AC07777SO,ANIDRIDO CROMICO SOL.5% AQUOSA 100ML," R$  24,66 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,3289,6.1(8),4 - ANO,5,1,Compostos Orgânicos,Diversos
AC06238SO,ANIDRIDO CROMICO SOL.50% AQUOSA 1L," R$  156,55 ","0,00%",1333-82-0,2819.10.00,NAO,N,N,N,N,3289,6.1(8),4 - ANO,50,"1,07",Compostos Orgânicos,Diversos
AF08537RA,ANIDRIDO FTALICO PS 500G," R$  19,90 ","0,00%",85-44-9,2917.35.00,NAO,N,N,N,N,-,-,6 - ANO,"99,85","1,53",Compostos Orgânicos,Diversos
AI05807RA,ANIDRIDO IODICO (PENTOXIDO DE IODO) PA 100G," R$  1.486,55 ","0,00%",12029-98-0,2811.29.90,NAO,N,N,N,N,3085,5.1(8),6 - ANO,99,1,Reagentes Especiais,Óxidos e Peróxidos
AI05713RA,ANIDRIDO IODICO (PENTOXIDO DE IODO) PA 25G," R$  495,70 ","0,00%",12029-98-0,2811.29.90,NAO,N,N,N,N,3085,5.1(8),6 - ANO,99,1,Reagentes Especiais,Óxidos e Peróxidos
AM07051RA,ANIDRIDO MALEICO PS 500G," R$  51,94 ","0,00%",108-31-6,2819.10.00,NAO,N,N,N,N,2215,8,6 - ANO,99,"1,48",Compostos Orgânicos,Diversos
AT06071RA,ANIDRIDO TRIFLUOROACETICO PA 100ML," R$  286,66 ","0,00%",407-25-0,2915.90.41,NAO,N,N,N,N,3265,8,6 - ANO,99,"1,49",Compostos Orgânicos,Diversos
AT05789RA,ANIDRIDO TRIFLUOROACETICO PA 250ML," R$  642,55 ","0,00%",407-25-0,2915.90.41,NAO,N,N,N,N,3265,8,6 - ANO,99,"1,49",Compostos Orgânicos,Diversos
A08994RA,ANILINA PA 1L," R$  92,25 ","0,00%",62-53-3,2921.41.00,NAO,N,N,N,N,1547,6.1,6 - ANO,99,"1,02",Compostos Orgânicos,Cloridratos e Aminas
AP05920RA,ANTIMONIATO (PIRO) DE POTASSIO PA 100G," R$  132,63 ","0,00%",12208-13-8,2841.90.60,NAO,N,N,N,N,1549,6.1,6 - ANO,98,1,Metais,Metais Alcalinos e Alcalino-Terrosos
AP05921RA,ANTIMONIATO (PIRO) DE POTASSIO PA 50G," R$  89,27 ","0,00%",12208-13-8,2841.90.60,NAO,N,N,N,N,1549,6.1,6 - ANO,98,1,Metais,Metais Alcalinos e Alcalino-Terrosos
AP03479SO,"ANTIMONIATO (PIRO) DE POTASSIO SOL 1,33% 1L"," R$  121,15 ","0,00%",12208-13-8,2841.90.60,NAO,N,N,N,N,1549,6.1,4 - ANO,"1,33",1,Metais,Metais Alcalinos e Alcalino-Terrosos
A07049RA,ANTIPIRINA PA 100G," R$  86,24 ","0,00%",60-80-0,2933.11.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,19",Compostos Orgânicos,Diversos
A07050RA,ANTIPIRINA PA 25G," R$  25,12 ","0,00%",60-80-0,2933.11.90,NAO,N,N,N,N,-,-,6 - ANO,99,"1,19",Compostos Orgânicos,Diversos
A07546RA,ANTRACENO 99% PURISSIMO 100G," R$  253,15 ","0,00%",120-12-7,2902.90.30,NAO,N,N,N,N,3077,9,6 - ANO,"98,5","1,25",Compostos Orgânicos,Diversos
A06566RA,ANTRACENO 99% PURISSIMO 25G," R$  68,33 ","0,00%",120-12-7,2902.90.30,NAO,N,N,N,N,3077,9,6 - ANO,"98,5","1,25",Compostos Orgânicos,Diversos
A07659RA,ANTRAQUINONA 100G," R$  79,60 ","0,00%",84-65-1,2914.61.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,05",Compostos Orgânicos,Diversos
A08524RA,ANTRONA 25G," R$  44,18 ","0,00%",90-44-8,2914.50.20,NAO,N,N,N,N,-,-,6 - ANO,98,1,Compostos Orgânicos,Diversos
A06780RA,ARABINOSE -D (-) PURISSIMO 25G," R$  99,50 ","0,00%",10323-20-3,2940.00.13,NAO,N,N,N,N,-,-,6 - ANO,"98,5",1,Compostos Orgânicos,Diversos
A06274RA,ARABINOSE -L (+) PURISSIMO 25G," R$  100,84 ","0,00%",5328-37-0,2940.00.13,NAO,N,N,N,N,-,-,6 - ANO,97,1,Compostos Orgânicos,Aminoácidos
AP05605RA,AREIA PURIFICADA CALCINADA 500G," R$  209,43 ","0,00%",14808-60-7,2903.69.90,NAO,N,N,N,N,,,6 - ANO,0,"2,65",Compostos Orgânicos,Diversos
A06583RA,ARGININA-L 98% PA  25G," R$  16,98 ","0,00%",74-79-3,3822.90.00,NAO,N,N,N,N,,,6 - ANO,98,"1,1",Compostos Orgânicos,Aminoácidos
A07855RA,ARGININA-L 98% PA 100G," R$  43,56 ","0,00%",74-79-3,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,98,"1,1",Compostos Orgânicos,Aminoácidos
AG06477RA,ARGININA-L 98% PA 1KG," R$  318,20 ","0,00%",74-79-3,3822.90.00,NAO,N,N,N,N,,,6 - ANO,98,"1,1",Compostos Orgânicos,Aminoácidos
A05848RA,ARGININA-L HCL PA 100G," R$  37,35 ","0,00%",1119-34-2,2925.29.19,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,42",Compostos Orgânicos,Aminoácidos
A05847RA,ARGININA-L HCL PA 25G," R$  7,92 ","0,00%",1119-34-2,2925.29.19,NAO,N,N,N,N,-,-,6 - ANO,"98,5","1,42",Compostos Orgânicos,Aminoácidos
AM08943SO,ARNOLD MENTZEL 1L," R$  42,50 ","0,00%",-,2825.30.10,NAO,N,N,N,N,3289,6.1,2 - ANO,0,"1,04",Compostos Orgânicos,Diversos
AS05443RA,ARSENIATO DE SODIO 7H2O PA ACS 100G," R$  72,36 ","0,00%",10048-95-0,2842.90.00,NAO,N,N,N,N,1685,6.1,6 - ANO,98,"1,9",Metais,Metais Alcalinos e Alcalino-Terrosos
AS06274RA,ARSENIATO DE SODIO 7H2O PA ACS 500G," R$  325,00 ","0,00%",10048-95-0,2842.90.00,NAO,N,N,N,N,1685,6.1,6 - ANO,98,"1,9",Metais,Metais Alcalinos e Alcalino-Terrosos
AS08942SO,"ARSENITO DE SODIO SOL.0,1N 1L"," R$  28,08 ","0,00%",7784-46-5,2842.90.00,NAO,N,N,N,N,1686,6.1,2 - ANO,"0,65",1,Metais,Metais Alcalinos e Alcalino-Terrosos
AC03173RA,ASCORBATO DE CALCIO 2H2O PA (L-ASCORBATO) 100G," R$  189,56 ","0,00%",5743-28-2,2936.27.20,NAO,N,N,N,N,-,-,6 - ANO,99,1,Metais,Metais Alcalinos e Alcalino-Terrosos
AC03172RA,ASCORBATO DE CALCIO 2H2O PA (L-ASCORBATO) 500G," R$  514,10 ","0,00%",5743-28-2,2936.27.20,NAO,N,N,N,N,-,-,6 - ANO,99,1,Metais,Metais Alcalinos e Alcalino-Terrosos
AS04296RA,ASCORBATO DE SODIO PA 100G," R$  89,58 ","0,00%",134-03-2,2936.27.20,NAO,N,N,N,N,-,-,6 - ANO,99,"1,88",Metais,Metais Alcalinos e Alcalino-Terrosos
AS06367RA,ASCORBATO DE SODIO PA 500G," R$  308,50 ","0,00%",134-03-2,2936.27.20,NAO,N,N,N,N,-,-,6 - ANO,99,"1,88",Metais,Metais Alcalinos e Alcalino-Terrosos
A06796RA,ASPARAGINA ANIDRA PURISSIMO 100G," R$  318,25 ","0,00%",70-47-3,2924.19.99,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
A08687RA,ASPARAGINA H2O PURISSIMO 100G," R$  167,86 ","0,00%",5794-13-8,2924.19.99,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
AA04617RA,ASPARAGINA H2O PURISSIMO 25G," R$  75,21 ","0,00%",5794-13-8,2924.19.99,NAO,N,N,N,N,-,-,6 - ANO,99,1,Compostos Orgânicos,Diversos
AP06526RA,ASPARTAME PA 5G," R$  156,25 ","0,00%",22839-47-0,2924.29.91,NAO,N,N,N,N,-,-,6 - ANO,98,1,Compostos Orgânicos,Diversos
A07185RA,AURAMINA O (CI.41000) 100G," R$  56,58 ","0,00%",2465-27-2,3204.13.00,NAO,N,N,N,N,2811,6.1,4 - ANO,80,1,Compostos Orgânicos,Diversos
AS04554RA,AZINA SALICIALDEIDO 98% PA 25G," R$  1.745,13 ","0,00%",959-36-4,2928.00.90,NAO,N,N,N,N,3082,9,6 - ANO,98,"1,17",Compostos Orgânicos,Aldeídos e Cetonas
AS04902RA,AZINA SALICIALDEIDO 98% PA 5G," R$  524,13 ","0,00%",959-36-4,2928.00.90,NAO,N,N,N,N,3082,9,6 - ANO,98,"1,17",Compostos Orgânicos,Aldeídos e Cetonas
A02065RA,AZOMETINA H MONOSSODICA H2O PA 100G," R$  2.420,68 ","0,00%",206752-32-1,2925.29.90,NAO,N,N,N,N,-,-,6 - ANO,95,"1,31",Compostos Orgânicos,Diversos
A06999RA,AZOMETINA H MONOSSODICA H2O PA 10G," R$  258,38 ","0,00%",206752-32-1,2925.29.90,NAO,N,N,N,N,-,-,6 - ANO,95,1,Compostos Orgânicos,Diversos
A07339RA,AZOMETINA H MONOSSODICA H2O PA 25G," R$  640,23 ","0,00%",206752-32-1,2925.29.90,NAO,N,N,N,N,-,-,6 - ANO,95,1,Compostos Orgânicos,Diversos
AB09883RA,AZUL BRILHANTE (CI.42090) PA 25G," R$  36,85 ","0,00%",3844-45-9,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,97,1,Indicadores,Indicadores e Corantes
AC09113RA,AZUL CRESIL BRILHANTE (CI.51010) 25G," R$  163,53 ","0,00%",81029-05-2,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AC08938SO,"AZUL CRESIL BRILHANTE SOL.0,1% 1L"," R$  20,84 ","0,00%",81029-05-2,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,1",1,Indicadores,Indicadores e Corantes
AA09094RA,AZUL DE ALCIAN (CI.74240) PA 10G," R$  268,78 ","0,00%",33864-99-2,3822.90.00,NAO,N,N,N,N,,,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AA06488RA,AZUL DE ALCIAN (CI.74240) PA 25G," R$  645,15 ","0,00%",33864-99-2,3822.90.00,NAO,N,N,N,N,,,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AA07651SO,AZUL DE ALGODAO C/LACTOFENOL-AMANN 100ML," R$  17,68 ","0,00%",28983-56-4,3822.90.00,NAO,N,N,N,N,3287,6.1,4 - ANO,"0,1","1,13",Indicadores,Indicadores e Corantes
AA08751SO,AZUL DE ALGODAO C/LACTOFENOL-AMANN 1L," R$  73,95 ","0,00%",28983-56-4,3822.90.00,NAO,N,N,N,N,3287,6.1,4 - ANO,0,"1,13",Indicadores,Indicadores e Corantes
AA08936SO,AZUL DE ALGODAO C/LACTOFENOL-AMANN 250ML," R$  26,44 ","0,00%",28983-56-4,3822.90.00,NAO,N,N,N,N,3287,6.1,4 - ANO,"0,1","1,15",Indicadores,Indicadores e Corantes
AA09890RA,AZUL DE ANILINA SOLUVEL EM AGUA 25G," R$  77,28 ","0,00%",66687-07-8,3822.90.00,NAO,N,N,N,N,,,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AB08941SO,"AZUL DE BROMOFENOL (PH 3,0-4,6) 1L"," R$  14,86 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,2 - ANO,"0,1","0,87",Indicadores,Indicadores e Corantes
AB06702RA,AZUL DE BROMOFENOL PA 100G," R$  143,25 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB09650RA,AZUL DE BROMOFENOL PA 25G," R$  35,88 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB08302RA,AZUL DE BROMOFENOL PA 5G," R$  11,88 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB05786RA,AZUL DE BROMOFENOL SAL SODICO PARA ELETROFORESE 25G," R$  247,42 ","0,00%",34722-90-2,3822.90.00,NAO,N,N,N,N,,,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AB09881SO,AZUL DE BROMOFENOL SOL. INDICADORA 1L," R$  17,48 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,2 - ANO,1,"0,87",Indicadores,Indicadores e Corantes
AB06618SO,"AZUL DE BROMOFENOL SOL.0,04% H2O 1L"," R$  15,80 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,04","0,98",Indicadores,Indicadores e Corantes
AB04029SO,"AZUL DE BROMOFENOL SOL.0,05% AQUOSO 1L"," R$  17,48 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,05","0,87",Indicadores,Indicadores e Corantes
AB09343SO,"AZUL DE BROMOFENOL SOL.0,1% ALCOOL 1L"," R$  15,84 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,4 - ANO,"0,1","0,88",Indicadores,Indicadores e Corantes
AB04075SO,"AZUL DE BROMOFENOL SOL.0,1% EM BUTANOL 1L"," R$  77,28 ","0,00%",-,3822.90.00,NAO,N,N,N,N,1120,3,4 - ANO,"0,1","0,78",Indicadores,Indicadores e Corantes
AB05738SO,"AZUL DE BROMOFENOL SOL.0,18% ALCOOL 1L"," R$  33,48 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,4 - ANO,"0,18","0,87",Indicadores,Indicadores e Corantes
AB08940SO,"AZUL DE BROMOFENOL SOL.0,2% ALCOOL 1L"," R$  17,10 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,4 - ANO,"0,2","0,87",Indicadores,Indicadores e Corantes
AB06231SO,AZUL DE BROMOFENOL SOL.1% ALCOOLICO (ETANOL) 1L," R$  29,70 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,1993,3,4 - ANO,1,"0,87",Indicadores,Indicadores e Corantes
AB04736SO,"AZUL DE BROMOFENOL SOL.1% AQUOSA (PH- 3,0-4,6) 1L"," R$  38,96 ","0,00%",115-39-9,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AB07927RA,AZUL DE BROMOTIMOL PA 100G," R$  186,45 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB09014RA,AZUL DE BROMOTIMOL PA 25G," R$  48,56 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB08416RA,AZUL DE BROMOTIMOL PA 5G," R$  16,67 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AB09882SO,AZUL DE BROMOTIMOL SOL. INDICADORA 1L," R$  20,75 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"0,1","0,86",Indicadores,Indicadores e Corantes
AB03825SO,AZUL DE BROMOTIMOL SOL. INDICADORA 250ML," R$  11,82 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"0,1","0,88",Indicadores,Indicadores e Corantes
AB09186SO,AZUL DE BROMOTIMOL SOL. INDICADORA 500ML," R$  16,37 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"0,1","0,88",Indicadores,Indicadores e Corantes
AB06255SO,"AZUL DE BROMOTIMOL SOL.0,04% 100ML"," R$  18,46 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,4 - ANO,"0,04","0,87",Indicadores,Indicadores e Corantes
AB04212SO,"AZUL DE BROMOTIMOL SOL.0,04% 1L"," R$  26,56 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,4 - ANO,"0,04","0,87",Indicadores,Indicadores e Corantes
AB05259SO,"AZUL DE BROMOTIMOL SOL.0,05% 1L"," R$  26,56 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"0,05","0,87",Indicadores,Indicadores e Corantes
AB05417SO,"AZUL DE BROMOTIMOL SOL.0,1% (PH 6,0-7,6) 1L"," R$  13,77 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,4 - ANO,"0,1","0,87",Indicadores,Indicadores e Corantes
AB03631SO,"AZUL DE BROMOTIMOL SOL.0,1% (PH 7,7) 500ML"," R$  22,15 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,4 - ANO,"0,1","0,85",Indicadores,Indicadores e Corantes
AB08939SO,"AZUL DE BROMOTIMOL SOL.0,1% (PH5,4-7,2) 1L"," R$  36,46 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"0,1","0,87",Indicadores,Indicadores e Corantes
SB03626SO,"AZUL DE BROMOTIMOL SOL.0,5% EM KOH 0,2N 1L"," R$  42,15 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,2924,3,2 - ANO,"0,5","0,99",Indicadores,Indicadores e Corantes
AB08157SO,"AZUL DE BROMOTIMOL SOL.1,5% 100ML"," R$  36,59 ","0,00%",76-59-5,2934.99.99,NAO,N,N,N,N,1993,3,2 - ANO,"1,5","0,87",Indicadores,Indicadores e Corantes
AC07464RA,AZUL DE COOMASSIE BRILHANTE G250 25G," R$  153,36 ","0,00%",6104-58-1,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,80,1,Indicadores,Indicadores e Corantes
AC07344RA,AZUL DE COOMASSIE BRILHANTE R250 25G," R$  103,43 ","0,00%",6104-59-2,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AD08516RA,AZUL DE DISULFINA (CI.42045) 25G," R$  104,30 ","0,00%",129-17-9,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,40,1,Indicadores,Indicadores e Corantes
AD08937SO,AZUL DE DISULFINA SOL. 500ML," R$  69,93 ","0,00%",129-17-9,3822.90.00,NAO,N,N,N,N,1993,3,2 - ANO,"0,5","0,94",Indicadores,Indicadores e Corantes
AE07143RA,AZUL DE EVANS 10G," R$  36,33 ","0,00%",314-13-6,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,75,1,Indicadores,Indicadores e Corantes
AE07053RA,AZUL DE EVANS 25G," R$  72,87 ","0,00%",314-13-6,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,75,1,Indicadores,Indicadores e Corantes
AH07232RA,AZUL DE HIDROXINAFTOL PA 25G," R$  56,58 ","0,00%",63451-35-4,2927.00.29,NAO,N,N,N,N,-,-,6 - ANO,0,1,Indicadores,Indicadores e Corantes
AM09627RA,AZUL DE METILA (CI.42780) (AZUL DE ALGODAO) 25G," R$  85,85 ","0,00%",28983-56-4,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,0,1,Indicadores,Indicadores e Corantes
AM03835SO,"AZUL DE METILENO 0,005% SOL. AQUOSA 500ML"," R$  26,46 ","0,00%",122965-43-9,3822.90.00,NAO,N,N,N,N,-,-,4 - ANO,"0,05",1,Indicadores,Indicadores e Corantes
