termo,campanha,ad_group,impr,clicks,custo,ctr,conv,status,recomendacao,motivo
"álcool etílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",350,6,16.32,1.71%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",295,3,8.97,1.02%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",288,4,11.87,1.39%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool isopropílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",216,7,19.63,3.24%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"xilol","[Busca] - Produtos Prioritários","Xileno e Xilol PA",216,4,14.16,1.85%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",179,1,2.75,0.56%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"xileno","[Busca] - Produtos Prioritários","Xileno e Xilol PA",165,3,8.40,1.82%,0,"ADDED","JÁ ADICIONADO","Keyword adicionada em 22/04"
"alcool absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",151,2,6.89,1.32%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",127,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido sulfúrico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",115,4,12.52,3.48%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"formol 37","[Busca] - Produtos Prioritários","Formaldeído PA",98,1,3.48,1.02%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",62,1,2.73,1.61%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool etilico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",60,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",56,2,6.26,3.57%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"formalina","[Busca] - Produtos Prioritários","Formaldeído PA",51,2,6.82,3.92%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acido cloridrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",48,1,3.89,2.08%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool pa","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",46,1,2.78,2.17%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"etanol pa","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",44,1,3.39,2.27%,0,"ADDED","JÁ ADICIONADO","Keyword adicionada em 22/04"
"alcool etilico pa","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",42,1,3.50,2.38%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool 96","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",39,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool 99 liquido","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",39,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 onde comprar","[Busca] - Produtos Prioritários","Formaldeído PA",39,1,3.43,2.56%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acido sulfurico","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",37,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool etílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",34,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",28,2,6.92,7.14%,0,"ADDED","✅ ADICIONAR","CTR 7% alto — público qualificado"
"etanol absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",27,1,2.80,3.70%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"xilol onde comprar","[Busca] - Produtos Prioritários","Xileno e Xilol PA",27,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 96","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",26,1,2.77,3.85%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido clorídrico pa","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",26,1,4.00,3.85%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool 99 absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",25,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico pa","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",25,2,7.09,8.00%,0,"ADDED","✅ ADICIONAR","CTR 8% alto — público qualificado"
"h2so4","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",25,1,3.07,4.00%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool absoluto 99 onde comprar","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",24,4,8.69,16.67%,0,"ADDED","✅ ADICIONAR","CTR 17% alto — público qualificado"
"alcool etilico 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",23,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool etilico absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",22,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool absoluto 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",22,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",22,1,3.13,4.55%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"hcl 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",22,0,0.00,0.00%,0,"ADDED","JÁ ADICIONADO","Keyword adicionada em 22/04"
"álcool 99 onde comprar","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",20,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formaldeído 37","[Busca] - Produtos Prioritários","Formaldeído PA",20,2,8.96,10.00%,0,"ADDED","✅ ADICIONAR","CTR 10% alto — público qualificado"
"álcool anidro","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",19,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etilico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",19,1,2.77,5.26%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool etílico 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",19,1,3.49,5.26%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acido cloridrico pa","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",19,2,5.40,10.53%,0,"ADDED","✅ ADICIONAR","CTR 11% alto — público qualificado"
"alcohol absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",18,1,2.70,5.56%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool 100","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",17,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 100","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",17,1,2.74,5.88%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"xilol solvente","[Busca] - Produtos Prioritários","Xileno e Xilol PA",17,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 inibido","[Busca] - Produtos Prioritários","Formaldeído PA",17,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol inibido 37","[Busca] - Produtos Prioritários","Formaldeído PA",17,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool isopropilico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",16,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"parafina histológica","[Busca] - Produtos Prioritários","Parafina Histológica",16,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"hcl pa","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",16,1,3.94,6.25%,0,"ADDED","JÁ ADICIONADO","Keyword adicionada em 22/04"
"etanol absoluto pa","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",15,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol pa","[Busca] - Produtos Prioritários","Xileno e Xilol PA",15,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfúrico pa","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",15,5,15.55,33.33%,0,"ADDED","✅ ADICIONAR","CTR 33% alto — público qualificado"
"ácido sulfúrico 98","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",15,1,3.98,6.67%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acetato de etila pa","[Busca] - Produtos Secundários","Acetato de Etila PA",15,1,3.91,6.67%,1,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"alcool absoluto 99 3","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",14,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool etílico 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",14,1,2.80,7.14%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"etanol 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",14,1,2.80,7.14%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"onde comprar álcool absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",14,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool 96 liquido","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",13,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"etanol p a","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",13,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 100 puro","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",13,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico 96","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",13,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool pa","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",13,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 1 litro","[Busca] - Produtos Prioritários","Formaldeído PA",13,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool benzílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",12,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool hidratado","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",12,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol preço","[Busca] - Produtos Prioritários","Xileno e Xilol PA",12,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool 99 9","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",11,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol 37 5 litros","[Busca] - Produtos Prioritários","Formaldeído PA",11,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"formol estabilizado 37","[Busca] - Produtos Prioritários","Formaldeído PA",11,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido cloridrico 37","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",11,1,2.62,9.09%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido hidroclorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",11,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool isopropílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",10,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool absoluto 99 5","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",10,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"bloco de parafina histológica","[Busca] - Produtos Prioritários","Parafina Histológica",10,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico hidratado","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",9,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido sulfúrico pa","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",9,1,3.95,11.11%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"ácido clorídrico p a","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",9,1,3.98,11.11%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"formol 37","Produtos Curva A – Reagentes PA","Anuncio - Curva A - Formaldeido",8,2,22.47,25.00%,0,"ADDED","✅ ADICIONAR","CTR 25% alto — público qualificado"
"alcool 70 5 litros","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool 98","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,1,3.46,12.50%,0,"5","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"álcool 70 líquido 5 litros","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 99 9","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool isopropílico 5l","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool isopropílico 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool propílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",8,2,5.52,25.00%,0,"5","✅ ADICIONAR","CTR 25% alto — público qualificado"
"xileno quimica","[Busca] - Produtos Prioritários","Xileno e Xilol PA",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde comprar formol 37","[Busca] - Produtos Prioritários","Formaldeído PA",8,1,3.18,12.50%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"parafina histologica","[Busca] - Produtos Prioritários","Parafina Histológica",8,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido clorídrico pa preço","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",8,0,0.00,0.00%,0,"ADDED","✅ ADICIONAR","Sinal positivo: "pa""
"alcool metilico pa","[Busca] - Produtos Secundários","Álcool Metílico PA-ACS",8,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool 95","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool absoluto esteril","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde comprar alcool absoluto","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"onde comprar álcool 99","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,0,0.00,0.00%,0,"ADDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico 70","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico 99 9","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",7,1,2.62,14.29%,0,"ADDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"acetona pa acs","[Busca] - Produtos Prioritários","Acetona PA-ACS",7,0,0.00,0.00%,0,"ADDED","✅ ADICIONAR","Sinal positivo: "pa acs""
"xilenos","[Busca] - Produtos Prioritários","Xileno e Xilol PA",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"xilol fds","[Busca] - Produtos Prioritários","Xileno e Xilol PA",7,1,3.13,14.29%,0,"EXCLUDED","⚠️ MONITORAR","Ambíguo — avaliar manualmente"
"formol 37 para que serve","[Busca] - Produtos Prioritários","Formaldeído PA",7,0,0.00,0.00%,0,"EXCLUDED","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"acido sulfurico p a","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ácido sulfúrico concentrado","[Busca] - Produtos Secundários","Ácido Sulfúrico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",7,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"fispq ácido clorídrico","[Busca] - Produtos Secundários","Ácido Clorídrico PA-ACS",7,2,6.24,28.57%,0,"5","✅ ADICIONAR","CTR 29% alto — público qualificado"
"alcool absoluto preço","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool etilico 96","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool hidratado","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"alcool liquido 70 5l","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"ethanol","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"isopropílico","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 70 5 litros","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool 92 onde comprar porto alegre","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool de cereais 100 puro","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
"álcool etílico potável","[Busca] - Produtos Prioritários","Álcool Etílico PA-ACS",6,0,0.00,0.00%,0,"5","⚠️ MONITORAR","Sem cliques ainda — aguardar mais dados"
